UniqueSystemID	SystemName	NetworkAddress	PrimaryEmail	Platform Name	Dflt Change Frequency	Release Duration	Auto-Password Mgmt	Functional Account	Account Credential	Use Specific DSS Key	Change Time	Password Rule Name	Port Number	Enable Password	Alternate IP Address	Description	Domain Account	Server O S	Line Definition	Timeout	Domain Name	Parent System Name	Oracle Type	Oracle SIDSN	Check Flag	Reset Flag	Release Change Flag	NetBIOS Domain Name	Non-Priv Functional Account Flag	Use SSL Flag	Allow Functional Account to be requested Flag	Escalation Time	Escalation Email	Max Release Duration	PSM Only Flag	Platform Specific Value	Require Ticket for Request	Ticket System	Require Ticket for ISA Retrieve	Require Ticket for CLI Retrieve	Require Ticket for API Retrieve	Ticket Notification Email	Location Custom 1	Location Custom 2	Location Custom 3	Location Custom 4	Location Custom 5	Location Custom 6	Allow ISA Duration	Use SSH Flag	SSH Account	SSH Port	SSH Key	Template System Name	Account Discovery Profile	Account Discovery Exclude List	Account Discovery Timeout	PSM DPA Affinity	PPM DPA Affinity	Password Check Profile	Password Change Profile	Profile Certificate Type	Profile Notification Thumbprint	Profile Certificate Password	Func Acct DN	Require Ticket for PSM Request
21E7407E-D5DC-4E78-B3B2-DE7CC63147EF	klbatchsys34	192.168.99.34	klbatchsys34@tpam.spb.qsft	Mainframe LDAP ACF2	0	180	Y	klbatchfcctacct7	grain41R	N	18:00:00	Default Password Rule				desc8				68					Y	Y	Y		N	N	Y	8	klsysesc8@tpam.spb.qsft	10080	N		N		N	N	N								Y	N							0			PersPassCheckProfile_1	PersPassChangeProfile_1					N
1E696C02-EFC1-4EA9-8288-DF568846CD4E	klbatchsys33	192.168.99.33	klbatchsys33@tpam.spb.qsft	Mainframe (ACF2)	0	180	Y	klbatchfcctacct6	grain41R	N	17:00:00	Default Password Rule	33			desc9				69					Y	Y	Y		N	N	Y	9	klsysesc9@tpam.spb.qsft	10080	N		N		N	N	N								N	N							0	DPAPLACEHOLDER/5		PersPassCheckProfile_2	PersPassChangeProfile_2					N
7682FBB9-011B-4309-8496-D5A624FFB5A0	klbatchsys32	192.168.99.32	klbatchsys32@tpam.spb.qsft	Mainframe	0	180	Y	klbatchfcctacct32	grain41R	N	16:00:00	Default Password Rule	32			desc1			custom command	61					Y	Y	Y		N	Y	Y	1	klsysesc1@tpam.spb.qsft	1440	N	WorkstationID	N		N	N	N								Y	N							0	DPAPLACEHOLDER/5		PersPassCheckProfile_1	PersPassChangeProfile_1					N
5308CF6D-17FD-4C45-B1B0-E8F569BA3CDF	klbatchsys30	192.168.99.30	klbatchsys30@tpam.spb.qsft	MacOSX 10.4	0	180	Y	klbatchfcctacct30	grain41R	N	14:00:00	Default Password Rule				desc3				63					Y	Y	Y		N	N	Y	3	klsysesc3@tpam.spb.qsft	4320	N		N		N	N	N								Y	N							0	DPAPLACEHOLDER/5		PersPassCheckProfile_1	PersPassChangeProfile_1					N
CAF590B2-6424-4159-B6CB-70BC42D73418	klbatchsys3	192.168.99.3	klbatchsys3@tpam.spb.qsft	BoKS	0	180	Y	klbatchfcctacct3	grain41R	N	14:00:00	Default Password Rule	55		1.2.3.4	desc4		FreeBSD		64	mydomain				Y	Y	Y		N	N	Y	4	klsysesc4@tpam.spb.qsft	5760	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2					N
E6220619-D9DB-4AED-8299-9E92D74A4AEE	klbatchsys59	192.168.99.59	klbatchsys59@tpam.spb.qsft	VMware vSphere 4,5	-1	180	Y	klbatchfcctacct5	grain41R	N	16:00:00	Default Password Rule	99			desc8				68					Y	Y	Y		N	N	Y	8	klsysesc8@tpam.spb.qsft	10080	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2					N
682AF361-E1D3-47A6-B013-DD594F4D924F	klbatchsys31	192.168.99.31	klbatchsys31@tpam.spb.qsft	MacOSX 10.5,10.6	-2	210	Y	klbatchfcctacct4	grain41R	N	15:00:00	Default Password Rule				desc2				62					N	Y	Y		N	N	Y	2	klsysesc2@tpam.spb.qsft	2880	N		N		N	N	N								Y	N							0	DPAPLACEHOLDER/5		PersPassCheckProfile_2	PersPassChangeProfile_2					N
511E35CB-9E8B-4100-973B-6191E12FB97C	klbatchsys101	10.30.38.252	KLapache@tpam.spb.qsft	LDAP	0	180	Y	Manager	frujiE15	N	17:00:00	Default Password Rule	44			Real OpenLDAP Server				68					Y	Y	Y		N	N	Y	8	klsysesc8@tpam.spb.qsft	10080	N		N		N	N	N								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2				cn=Manager,dc=kllinux,dc=spb,dc=qsft	N
3D74C7E3-8B43-4AEF-9140-EF7D5DE93F5B	klbatchsys100	192.168.99.100		Windows			 Y	newfunc	grain41R	 																			 	 	 				 		 		 	 	 								 	N							0			PersPassCheckProfile_1	PersPassChangeProfile_2					 
0A3984CB-9ABF-4F21-8E58-F4AB3EF15856	klbatchsys102	192.168.99.102		Windows Desktop			 Y	newfunc	grain41R	 																			 	 	 				 		 		 	 	 								 	 							0			PersPassCheckProfile_2	PersPassChangeProfile_1					 
7B9A1F3F-BCCB-4F93-9208-5E19736E7B79	klbatchsys29	192.168.99.29	klbatchsys2@tpam.spb.qsft	Linux	0	180	Y	klbatchfcctacct2	grain41R	N	13:00:00	Default Password Rule				desc5				65					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N		Y		Y	Y	Y								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
AF241CA9-27F4-4DBC-8065-C80D5B42DBA2	klbatchsys28	192.168.99.28	klbatchsys28@tpam.spb.qsft	LDAPS	0	180	Y	klbatchfcctacct1	grain41R	N	12:00:00	PersPwdRule	28			desc6				66					Y	Y	Y		N	N	Y	6	klsysesc6@tpam.spb.qsft	7200	N		Y		Y	Y	Y								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N			cn=Manager777,dc=kllinux,dc=spb,dc=qsft	N
0F28E3DD-D0FE-440B-A484-FADA7430B94E	klbatchsys27	192.168.99.27	klbatchsys27@tpam.spb.qsft	LDAP	0	180	Y	klbatchfcctacct27	grain41R	N	20:00:00	Default Password Rule	33			desc7				67					Y	Y	Y		N	N	Y	7	klsysesc7@tpam.spb.qsft	8640	N		Y		Y	Y	Y								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N			cn=Manager888,dc=kllinux,dc=spb,dc=qsft	N
48418D42-8356-4FF0-AADC-17B11ED0C067	klbatchsys26	192.168.99.26	klbatchsys26@tpam.spb.qsft	Juniper(JunOS)	0	180	Y	klbatchfcctacct26	grain41R	N	19:00:00	PersPwdRule				desc8				68					Y	Y	Y		N	N	Y	8	klsysesc8@tpam.spb.qsft	10080	N		Y		Y	Y	Y								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
81FF800D-BF9F-4342-ADA5-C39B8489CB08	klbatchsys25	192.168.99.25	klbatchsys7@tpam.spb.qsft	IBM HMC	0	180	Y	klbatchfcctacct7	grain41R	N	18:00:00	PersPwdRule				desc9				69					Y	Y	Y		N	N	Y	9	klsysesc9@tpam.spb.qsft	10080	N		Y		Y	Y	Y								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
CC9D45A0-B7AF-4D57-BAD8-356C6B251FD7	klbatchsys24	192.168.99.24	klbatchsys24@tpam.spb.qsft	HP-UX Untrusted	0	180	Y	klbatchfcctacct6	grain41R	N	17:00:00	PersPwdRule				desc1				61					Y	Y	Y		N	N	Y	1	klsysesc1@tpam.spb.qsft	1440	N		Y		Y	Y	Y								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
CB4EFEA4-5DE4-4BC4-B4E4-EE892B1AE26D	klbatchsys23	192.168.99.23	klbatchsys23@tpam.spb.qsft	HP-UX Shadow	0	180	Y	klbatchfcctacct5	grain41R	N	16:00:00	Default Password Rule				desc2				62					Y	Y	Y		N	N	Y	2	klsysesc2@tpam.spb.qsft	2880	N		Y		Y	Y	Y								Y	N							0			PersPassCheckProfile_1	PersPassChangeProfile_1	N				Y
56E9920E-00E4-4C52-865E-C0F7E7EE1CDC	klbatchsys22	192.168.99.22	klbatchsys4@tpam.spb.qsft	HP-UX	0	180	Y	klbatchfcctacct4	grain41R	N	15:00:00	Default Password Rule				desc3				63					Y	Y	Y		N	N	Y	3	klsysesc3@tpam.spb.qsft	4320	N	DelegationPrefix	Y		Y	Y	Y								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
99EA0758-F09F-4A73-BD19-16527DB220F3	klbatchsys21	192.168.99.21	klbatchsys21@tpam.spb.qsft	HP Non-Stop	0	180	Y	klbatchfcctacct3	grain41R	N	14:00:00	Default Password Rule				desc4				64					Y	Y	Y		N	Y	Y	4	klsysesc4@tpam.spb.qsft	5760	N	InitialCommand	Y		Y	Y	Y								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
3532DD5F-94BC-4DDA-BCCC-02F177DC25CB	klbatchsys20	192.168.99.20	klbatchsys20@tpam.spb.qsft	HP ILO2	0	180	Y	klbatchfcctacct2	grain41R	N	13:00:00	Default Password Rule				desc5				65					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N		Y		Y	Y	Y								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
134FC5F3-80CB-42AF-8CBD-E911269220D7	klbatchsys2	192.168.99.2	klbatchsys2@tpam.spb.qsft	AS400	0	180	Y	klbatchfcctacct2	grain41R	N	13:00:00	Default Password Rule	55			desc1				64					Y	Y	Y		N	Y	Y	5	klsysesc5@tpam.spb.qsft	4320	N		Y		Y	Y	Y								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
45A26BC0-F37E-436E-BA03-C78E9195ECA8	klbatchsys19	192.168.99.19	klbatchsys19@tpam.spb.qsft	HP ILO	0	180	N	klbatchfcctacct1	grain41R	N	12:00:00	Default Password Rule				desc2				65					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	Y		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_1	N				Y
A0F2101E-4C40-419F-ACD5-7CF7879061A0	klbatchsys18	192.168.99.18	klbatchsys18@tpam.spb.qsft	H3C	0	180	Y	klbatchfcctacct18	grain41R	N	20:00:00	Default Password Rule				desc3				66					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2	N				Y
15EB77DD-4352-4262-927C-ED5C51369551	klbatchsys17	192.168.99.17	klbatchsys17@tpam.spb.qsft	FreeBSD	0	180	Y	klbatchfcctacct8	grain41R	N	19:00:00	Default Password Rule				desc4				67					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N	DelegationPrefix	N		N	N	N								N	N							0			PersPassCheckProfile_1	PersPassChangeProfile_2	N				N
87D079E6-D3DA-4825-8812-E0DFA9EAB83C	klbatchsys16	192.168.99.16	klbatchsys16@tpam.spb.qsft	Fortinet	0	180	Y	klbatchfcctacct7	grain41R	N	18:00:00	Default Password Rule	77			desc5				68					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N		N		N	N	N								Y	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2					Y
897008B1-8D1F-45E2-B1E9-CAE12EA414F6	klbatchsys15	192.168.99.15	klbatchsys6@tpam.spb.qsft	SPCW Pwd	0	180	Y	klbatchfcctacct6	DSS	N	17:00:00	Default Password Rule	11			desc6				69					Y	Y	Y		N	N	N	5	klsysesc5@tpam.spb.qsft	4320	N	Old	N		N	N	N								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2					Y
CD244555-C263-47FF-8413-AE5F920A47F2	klbatchsys14	192.168.99.14	klbatchsys5@tpam.spb.qsft	SPCW 2	0	180	Y	klbatchfcctacct14	DSS	N	16:00:00	Default Password Rule	25			desc7				61					Y	Y	Y		N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N	MYCOMP	N		N	N	N								Y	N							0			PersPassCheckProfile_1	PersPassChangeProfile_2					Y
BA462B8B-72BA-4859-B22E-9C54D824F14D	klbatchsys13	192.168.99.13	klbatchsys4@tpam.spb.qsft	SPCW (DC) 2	0	180	Y	klbatchfcctacct13	DSS	Y	15:00:00	Default Password Rule	44			desc8				62	mydomain.mc.com				Y	Y	Y	MYDOMAIN	N	N	Y	5	klsysesc5@tpam.spb.qsft	4320	N		N		N	N	N								N	N							0			PersPassCheckProfile_2	PersPassChangeProfile_2					Y
